coupling,U,E,E_error,binding,binding_error,p0,p0_error,Zb,Zb_error,Z0_projected,Z0_projected_error,rms_radius,rms_radius_error,nph,nph_error
0.25,0.5,-2.3000042912176912,0.0012964314395522225,0.07125185583977123,0.001301767866262572,0.2889608156298101,0.002028643593823438,0.8531053477387309,0.001711478936175502,0.237963149927023,0.0017779353530189333,2.3728577082127282,0.022021365770862496,0.16236930640406877,0.0020410303382195362
0.25,1,-2.5063806520405474,0.0012320301595460975,0.2776282166626274,0.001237644300356748,0.520623392443541,0.003274161045782197,0.8102260013463057,0.001360215920286572,0.40277505175333533,0.002667042037053266,1.1911075883457796,0.008016370443081315,0.21647935533668283,0.0017244703055531386
0.25,2,-3.171476176841142,0.0011198438443399067,0.9427237414632219,0.0011260174669517088,0.773256253127155,0.0018265851864690218,0.7270983828972507,0.0011159197926425986,0.5443611727184339,0.0014222610027995336,0.5892597054904178,0.0034657540132592116,0.3246277575745101,0.0015061820957435086
0.5,0.5,-2.557958431654269,0.0014486495337150801,0.0881119802633279,0.0014611290991282371,0.3443241595221913,0.002801873437347336,0.7043317108952565,0.003423446127702238,0.22114252096452183,0.0017729883800826165,2.0090780553581586,0.01701923670191945,0.3697125621667101,0.0049986643154995404
0.5,1,-2.8021834768366953,0.0016222320996856705,0.3323370254457543,0.0016333859795029935,0.6120826840769636,0.0039638635063559136,0.6161409548349299,0.0025790288138323922,0.34118611643815333,0.002185723379701079,0.9489082770960983,0.008855958759123027,0.5119704610614751,0.004295369338763723
0.5,2,-3.547090807938248,0.0012960079651185524,1.077244356547307,0.001309942524860196,0.830929987399399,0.0019100685902679417,0.4947021288062399,0.0016461582999523852,0.38825138854874314,0.001498810591651803,0.4803471894038085,0.003395581856678758,0.7257851167359317,0.0030756554285838065
