coupling,E,E_error,Z,Z_error,direct_mass_ratio,direct_mass_ratio_error,reference_mass_k_to_zero,tikh_rest_l1,som_rest_l1
0.25,-2.228649531066312,0.0002011614972743654,0.8682411823495786,0.0016411715210310825,1.152772670922663,0.0004444557390024605,1.151870590619427,0.25530281675014876,0.11121141253113258
0.5,-2.4697713099582583,0.0003131564986060571,0.7358793198135436,0.002134554231370751,1.3494891904659543,0.0011064376358484005,1.3504898018742975,0.35467903829293607,0.3743990912953015
